Enrollment_no,Name,Technology,Welcome_test,Presentation,Mini_projects,Hrskills,Project_presentation,Project_submission,Attendance,Discipline,Grade
3772,Anjali Roy,IoT,39,148,69,117,228,202,89,98,A++
3773,Rahul Mehta,AI,40,136,75,107,170,219,71,84,A++
3774,Karan Nair,Data Sci,34,138,75,97,161,298,79,89,A++
3775,Aryan Singh,Data Sci,48,135,93,93,188,231,86,90,A++
3776,Sana Verma,Java,49,96,86,134,206,296,92,74,A++
3777,Neha Chawla,Robotics,37,135,68,114,227,225,79,85,A++
3778,Rohit Rana,AI,39,119,93,97,202,223,92,95,A++
3779,Karan Mehta,ML,31,113,91,105,237,241,77,78,A++
3780,Priya Deshmukh,AI,49,134,81,91,189,244,93,74,A++
3781,Priya Nair,Web Dev,38,137,79,129,178,286,93,74,A++
3782,Aditya Deshmukh,Web Dev,45,136,73,124,249,299,82,92,A++
3783,Neha Joshi,AI,49,130,71,133,244,236,76,74,A++
3784,Anjali Deshmukh,AI,36,92,97,104,231,217,76,84,A++
3785,Divya Iyer,Web Dev,49,131,91,145,212,291,95,99,A++
3786,Nisha Kapoor,AI,42,121,60,101,186,291,79,92,A++
3787,Anjali Patel,IoT,30,102,95,135,167,216,78,85,A++
3788,Vikas Nair,Data Sci,39,115,74,92,201,295,99,70,A++
3789,Aditya Patel,IoT,31,144,64,128,192,267,84,97,A++
3790,Priya Yadav,IoT,41,97,67,130,188,262,85,76,A++
3791,Rohit Deshmukh,Java,48,130,82,135,179,295,92,60,A++
3792,Rahul Rana,ML,40,126,81,124,215,283,83,74,A++
3793,Aditya Singh,AI,32,134,97,95,181,251,81,76,A++
3794,Neha Kapoor,Java,41,141,88,96,244,273,81,67,A++
3795,Aryan Deshmukh,Robotics,38,92,67,112,169,263,75,85,A++
3796,Aditya Mehta,Java,46,123,89,117,192,250,84,61,A++
3797,Sneha Verma,Java,48,116,77,144,179,248,92,65,A++
3798,Sana Gupta,Web Dev,31,91,73,113,222,219,94,97,A++
3799,Aryan Chawla,AI,43,116,78,137,214,296,90,99,A++
3800,Neha Roy,Robotics,33,120,77,126,215,231,95,68,A++
3801,Anjali Gupta,ML,33,131,91,102,221,291,75,96,A++
3802,Ravi Chawla,AI,30,106,84,105,239,205,78,80,A++
3803,Nisha Yadav,Data Sci,30,109,69,91,161,280,83,75,A+
3804,Sana Roy,Java,32,123,66,142,237,275,81,84,A++
3805,Rohit Chawla,Data Sci,40,113,88,128,249,228,93,60,A++
3806,Rohit Nair,Data Sci,46,131,61,100,242,296,96,74,A++
3807,Sana Yadav,Web Dev,41,93,67,113,233,251,75,72,A++
3808,Sana Chawla,Data Sci,40,130,60,146,250,245,100,68,A++
3809,Ravi Iyer,AI,33,123,77,149,222,299,72,98,A++
3810,Divya Joshi,Robotics,47,120,66,126,226,290,85,94,A++
3811,Sana Sharma,Java,32,128,99,106,227,212,79,93,A++
3812,Rahul Kapoor,ML,45,105,80,98,192,247,74,69,A++
3813,Divya Gupta,Java,33,138,74,143,173,281,78,60,A++
3814,Aditya Gupta,Web Dev,33,130,81,126,238,267,89,96,A++
3815,Rahul Nair,ML,30,97,65,135,223,300,71,87,A++
3816,Rohit Yadav,Robotics,43,139,69,104,164,232,83,71,A++
3817,Nisha Joshi,Robotics,44,145,76,144,200,214,90,70,A++
3818,Karan Mehta,IoT,41,130,71,127,207,259,81,99,A++
3819,Priya Singh,Robotics,47,119,87,120,199,241,85,85,A++
3820,Aditya Nair,Java,40,140,92,99,236,200,81,86,A++
3821,Aditya Joshi,Robotics,45,119,88,123,170,204,95,98,A++
3822,Aryan Mehta,Java,50,114,73,122,179,222,89,82,A++
3823,Rahul Deshmukh,Java,49,93,75,98,193,269,90,81,A++
3824,Ravi Rana,Java,37,129,99,133,192,240,90,95,A++
3825,Rohit Rana,AI,32,110,64,96,227,266,80,98,A++
3826,Nisha Joshi,ML,47,129,88,126,163,242,79,78,A++
3827,Aryan Patel,Web Dev,43,115,94,147,182,226,87,83,A++
3828,Aditya Singh,Data Sci,45,91,76,112,186,225,73,77,A+
3829,Sneha Verma,Data Sci,50,92,63,92,221,289,78,86,A++
3830,Nisha Mehta,Web Dev,44,99,92,118,181,257,91,92,A++
3831,Anjali Patel,IoT,40,146,74,130,232,232,75,76,A++
3832,Ravi Sharma,Web Dev,45,137,68,96,212,242,76,75,A++
3833,Rohit Kapoor,IoT,35,96,93,128,224,257,70,99,A++
3834,Nisha Nair,Data Sci,50,94,69,142,250,206,100,93,A++
3835,Divya Mehta,Data Sci,39,127,70,113,221,223,98,91,A++
3836,Nisha Joshi,ML,40,119,66,95,224,276,72,63,A++
3837,Nisha Kapoor,ML,38,115,95,132,219,223,80,98,A++
3838,Sana Joshi,AI,39,150,85,117,196,281,84,65,A++
3839,Ravi Singh,ML,37,103,82,146,211,289,77,90,A++
3840,Ravi Joshi,ML,39,93,65,108,248,275,84,60,A++
3841,Divya Singh,AI,30,124,79,140,228,239,85,62,A++
3842,Anjali Rana,Data Sci,42,128,66,111,188,255,71,71,A++
3843,Aryan Rana,AI,42,113,81,111,190,280,73,89,A++
3844,Priya Kapoor,Data Sci,45,103,94,130,188,294,74,87,A++
3845,Anjali Verma,Data Sci,44,129,91,123,187,255,85,100,A++
3846,Rohit Sharma,AI,34,148,96,108,242,203,99,100,A++
3847,Meera Rana,IoT,44,104,78,125,233,233,88,71,A++
3848,Aditya Patel,Robotics,41,95,83,126,181,235,74,67,A++
3849,Rohit Kapoor,AI,44,133,75,146,245,267,78,94,A++
3850,Rahul Singh,IoT,42,96,94,146,162,204,70,97,A++
3851,Ravi Deshmukh,Data Sci,39,99,61,148,240,213,85,84,A++
3852,Aditya Rana,Data Sci,50,108,99,103,229,272,98,74,A++
3853,Vikas Iyer,IoT,40,135,100,96,178,299,90,89,A++
3854,Karan Deshmukh,Java,35,90,87,97,221,204,75,84,A+
3855,Karan Sharma,Java,48,142,74,126,167,241,75,62,A++
3856,Aryan Mehta,Data Sci,30,150,76,109,212,296,95,65,A++
3857,Ravi Singh,Data Sci,44,124,81,146,176,275,77,99,A++
3858,Ravi Rana,Robotics,37,144,100,115,172,232,93,77,A++
3859,Vikas Verma,ML,30,123,78,140,192,274,71,67,A++
3860,Neha Kapoor,ML,41,145,71,97,238,269,91,91,A++
3861,Rohit Singh,Java,41,115,96,142,225,243,97,90,A++
3862,Nisha Nair,ML,39,127,91,124,197,292,92,70,A++
3863,Rahul Sharma,Web Dev,45,124,82,132,208,251,82,74,A++
3864,Ravi Kapoor,IoT,50,139,74,149,222,260,74,67,A++
3865,Rohit Sharma,Web Dev,35,135,69,127,244,230,92,76,A++
3866,Nisha Deshmukh,Web Dev,50,123,86,108,247,228,87,61,A++
3867,Rahul Rana,AI,38,112,73,92,215,283,79,79,A++
3868,Rahul Roy,Robotics,38,145,71,120,165,204,76,99,A++
3869,Divya Rana,Java,33,91,98,107,174,275,100,62,A++
3870,Priya Patel,Robotics,45,116,93,111,183,270,100,93,A++
3871,Sneha Verma,IoT,36,137,75,98,219,204,80,81,A++
3872,Vikas Joshi,IoT,40,125,69,114,213,267,83,89,A++
3873,Aditya Deshmukh,Data Sci,47,136,99,128,213,268,74,96,A++
3874,Rohit Roy,Data Sci,32,113,88,147,190,287,99,98,A++
3875,Sana Yadav,Robotics,39,100,78,99,230,270,94,90,A++
3876,Aditya Joshi,AI,42,148,84,116,201,296,72,81,A++
3877,Vikas Iyer,Web Dev,31,139,88,146,186,223,81,69,A++
3878,Vikas Iyer,AI,43,102,89,143,231,215,99,70,A++
3879,Rohit Verma,Data Sci,47,126,68,97,182,261,71,86,A++
3880,Rohit Patel,Data Sci,44,123,89,126,215,276,80,81,A++
3881,Neha Mehta,Robotics,39,117,71,105,211,277,74,70,A++
3882,Vikas Iyer,Web Dev,40,137,98,114,181,208,90,64,A++
3883,Priya Patel,Java,49,102,99,93,196,300,80,81,A++
3884,Neha Patel,Data Sci,42,125,96,144,173,233,100,75,A++
3885,Aditya Kapoor,Java,49,90,83,130,174,253,79,100,A++
3886,Aditya Patel,AI,50,95,89,143,223,271,77,76,A++
3887,Priya Patel,Web Dev,36,146,72,109,221,205,70,95,A++
3888,Karan Sharma,Data Sci,35,117,77,95,183,264,77,81,A++
3889,Aditya Iyer,AI,32,97,70,122,175,207,85,71,A+
3890,Sneha Singh,Web Dev,50,128,71,92,205,289,95,74,A++
3891,Rohit Gupta,AI,39,108,97,113,238,221,72,83,A++
3892,Rohit Rana,Data Sci,47,130,80,127,198,290,82,67,A++
3893,Priya Chawla,Web Dev,39,95,73,108,187,240,100,61,A++
3894,Aryan Patel,Web Dev,46,150,77,127,230,215,73,77,A++
3895,Priya Deshmukh,ML,44,128,62,120,193,200,97,93,A++
3896,Divya Sharma,ML,37,102,79,98,172,220,94,74,A+
3897,Sneha Deshmukh,Robotics,37,112,96,119,220,263,74,92,A++
3898,Meera Chawla,AI,36,139,69,115,249,245,100,87,A++
3899,Divya Gupta,Data Sci,31,93,89,100,171,209,86,76,A+
3900,Neha Yadav,Java,31,95,73,104,240,257,94,97,A++
3901,Aditya Singh,IoT,43,118,77,140,231,263,79,89,A++
3902,Priya Nair,ML,40,94,64,141,244,250,82,71,A++
3903,Priya Verma,AI,43,109,82,144,247,246,76,74,A++
3904,Vikas Rana,Web Dev,48,93,98,146,224,247,95,65,A++
3905,Karan Iyer,ML,43,150,64,90,190,278,93,85,A++
3906,Priya Gupta,IoT,47,120,73,108,214,266,77,95,A++
3907,Sana Patel,Web Dev,37,127,96,146,224,279,95,95,A++
3908,Anjali Iyer,Web Dev,50,149,63,133,178,224,86,67,A++
3909,Nisha Kapoor,IoT,45,100,98,104,180,246,83,89,A++
3910,Neha Iyer,Robotics,37,139,62,145,248,269,94,70,A++
3911,Rohit Deshmukh,Java,50,135,82,111,204,235,100,67,A++
3912,Aryan Deshmukh,Web Dev,34,104,71,111,183,275,94,62,A++
3913,Anjali Verma,IoT,36,144,87,105,203,289,74,77,A++
3914,Sana Joshi,ML,40,105,81,141,236,274,73,76,A++
3915,Priya Joshi,Robotics,38,138,83,130,208,258,71,69,A++
3916,Sneha Patel,ML,50,107,68,112,233,286,72,73,A++
3917,Aditya Gupta,AI,33,145,98,143,222,264,100,89,A++
3918,Meera Singh,Robotics,48,103,90,145,237,272,90,65,A++
3919,Rohit Roy,IoT,50,90,65,103,224,298,76,73,A++
3920,Anjali Iyer,IoT,34,150,77,118,200,269,83,64,A++
3921,Nisha Kapoor,Data Sci,50,106,74,102,195,244,95,84,A++
3922,Karan Deshmukh,IoT,46,116,64,115,214,208,75,76,A++
3923,Ravi Nair,Data Sci,32,149,83,130,233,291,70,72,A++
3924,Priya Kapoor,ML,36,97,63,107,186,229,81,88,A+
3925,Karan Iyer,Data Sci,47,129,93,124,244,230,95,64,A++
3926,Vikas Kapoor,ML,44,110,67,118,190,261,84,66,A++
3927,Divya Rana,Java,32,130,82,93,173,300,81,91,A++
3928,Priya Gupta,Web Dev,33,134,61,96,203,256,100,70,A++
3929,Vikas Gupta,ML,44,92,62,144,221,223,74,94,A++
3930,Sana Sharma,Web Dev,32,101,77,149,160,256,86,86,A++
3931,Ravi Verma,AI,32,124,89,129,183,273,73,72,A++
3932,Anjali Joshi,Java,47,143,100,140,220,200,73,93,A++
3933,Nisha Sharma,AI,45,101,66,106,192,201,99,83,A+
3934,Vikas Sharma,Web Dev,33,148,68,105,204,260,92,75,A++
3935,Rahul Chawla,Java,38,135,88,138,197,213,75,62,A++
3936,Divya Chawla,Robotics,49,133,82,145,232,216,95,78,A++
3937,Anjali Rana,Web Dev,46,122,60,127,175,221,70,86,A++
3938,Neha Joshi,AI,33,147,65,90,187,250,95,96,A++
3939,Divya Singh,IoT,44,91,89,91,220,228,71,72,A++
3940,Sana Verma,IoT,41,145,66,104,181,244,80,63,A++
3941,Rohit Kapoor,IoT,43,102,64,140,208,261,98,76,A++
3942,Karan Deshmukh,Web Dev,44,139,92,100,218,251,96,100,A++
3943,Aryan Verma,Java,36,94,89,94,249,216,88,93,A++
3944,Sneha Sharma,IoT,47,131,86,116,223,253,86,96,A++
3945,Nisha Deshmukh,ML,49,116,68,113,245,263,90,92,A++
3946,Karan Sharma,Robotics,31,103,75,92,194,209,71,65,A+
3947,Karan Rana,ML,46,127,83,133,187,274,88,90,A++
3948,Anjali Sharma,Data Sci,40,126,72,116,171,223,90,86,A++
3949,Sana Iyer,IoT,37,124,76,90,237,289,88,80,A++
3950,Aditya Verma,Robotics,49,131,89,123,224,298,86,84,A++
3951,Rohit Mehta,Data Sci,40,113,98,110,160,248,97,76,A++
3952,Neha Deshmukh,IoT,50,112,62,105,199,257,81,80,A++
3953,Karan Deshmukh,IoT,37,119,96,90,188,246,73,64,A++
3954,Nisha Iyer,Java,38,115,98,116,179,231,73,94,A++
3955,Aditya Singh,ML,43,143,100,127,163,265,74,89,A++
3956,Anjali Iyer,IoT,32,90,90,99,216,217,98,81,A++
3957,Rahul Yadav,ML,42,137,90,95,240,269,95,100,A++
3958,Rahul Yadav,AI,38,140,68,145,192,281,98,81,A++
3959,Divya Singh,IoT,34,115,63,121,189,291,86,75,A++
3960,Sneha Sharma,Web Dev,38,119,95,147,206,273,86,89,A++
3961,Karan Roy,ML,50,123,66,92,168,238,80,78,A+
3962,Divya Patel,IoT,50,111,79,105,188,234,75,72,A++
3963,Rahul Singh,Data Sci,30,112,98,128,184,220,72,63,A++
3964,Sana Yadav,IoT,33,101,100,94,240,265,90,76,A++
3965,Nisha Joshi,Robotics,30,101,95,117,202,271,88,78,A++
3966,Aryan Yadav,ML,39,127,61,150,243,267,85,78,A++
3967,Sneha Yadav,ML,45,133,87,95,171,262,79,64,A++
3968,Anjali Patel,AI,32,150,64,120,236,241,81,62,A++
3969,Rahul Roy,Robotics,38,118,83,114,169,251,79,74,A++
3970,Divya Kapoor,IoT,31,97,78,128,248,279,74,71,A++
3971,Karan Iyer,Robotics,36,98,97,126,200,205,88,94,A++
3972,Rahul Iyer,ML,37,144,62,149,232,270,97,60,A++
3973,Priya Iyer,Java,46,141,78,141,168,268,72,93,A++
3974,Divya Sharma,Web Dev,38,106,92,141,170,289,73,93,A++
3975,Sana Chawla,AI,36,113,67,125,188,299,98,90,A++
3976,Rohit Singh,Java,37,111,89,122,218,289,95,93,A++
3977,Aditya Rana,Data Sci,43,145,100,139,195,270,74,88,A++
3978,Neha Yadav,Robotics,45,109,99,107,194,219,94,95,A++
3979,Neha Patel,Web Dev,36,105,84,118,176,209,95,65,A+
3980,Meera Rana,Data Sci,41,145,96,137,207,218,97,95,A++
3981,Priya Roy,Java,48,99,80,119,214,241,99,80,A++
3982,Ravi Kapoor,Java,37,101,92,126,210,276,96,71,A++
3983,Priya Roy,ML,35,118,65,138,160,289,98,73,A++
3984,Divya Deshmukh,ML,31,150,83,134,243,295,97,65,A++
3985,Divya Iyer,Web Dev,38,121,85,98,222,280,99,62,A++
3986,Anjali Sharma,Web Dev,41,126,100,141,186,218,99,69,A++
3987,Karan Singh,IoT,50,150,61,139,220,254,73,75,A++
3988,Rahul Gupta,Java,38,137,86,115,248,279,97,71,A++
3989,Nisha Gupta,AI,50,109,82,138,177,256,87,99,A++
3990,Anjali Verma,Data Sci,48,130,88,120,230,239,81,94,A++
3991,Aryan Yadav,Robotics,42,122,78,120,244,262,80,69,A++
3992,Vikas Kapoor,AI,33,126,68,114,176,296,93,79,A++
3993,Meera Roy,ML,45,143,77,91,190,248,98,85,A++
3994,Rahul Yadav,Java,38,137,87,142,210,230,73,67,A++
3995,Aryan Yadav,Web Dev,43,121,78,100,167,293,92,93,A++
3996,Neha Sharma,Data Sci,34,96,92,90,207,242,100,91,A++
3997,Ravi Chawla,Java,37,102,68,137,228,216,83,93,A++
3998,Sneha Deshmukh,ML,38,128,72,101,186,206,70,63,A+
3999,Sneha Kapoor,Robotics,48,129,92,146,178,256,77,64,A++
4000,Sneha Singh,AI,43,101,78,149,202,293,95,93,A++
4001,Meera Rana,Data Sci,45,99,75,113,241,255,72,99,A++
4002,Nisha Rana,Data Sci,50,101,100,123,242,277,86,96,A++
4003,Meera Gupta,IoT,34,98,90,103,162,299,92,71,A++
4004,Meera Roy,Web Dev,46,97,87,110,216,219,75,69,A++
4005,Aditya Sharma,Web Dev,34,109,99,127,250,237,81,67,A++
4006,Sneha Patel,AI,31,146,66,133,160,298,100,83,A++
4007,Aryan Joshi,IoT,50,118,89,133,237,220,85,97,A++
4008,Sana Deshmukh,IoT,45,129,66,113,181,287,76,85,A++
4009,Neha Roy,AI,35,103,67,136,215,204,79,75,A++
4010,Nisha Yadav,Robotics,45,129,79,127,239,287,79,70,A++
4011,Meera Patel,IoT,47,125,80,141,176,265,80,76,A++
4012,Sana Kapoor,IoT,37,118,97,143,239,217,98,68,A++
4013,Neha Gupta,Data Sci,33,99,73,121,186,283,77,94,A++
4014,Sneha Gupta,IoT,42,113,74,136,207,282,70,71,A++
4015,Karan Gupta,Robotics,49,117,75,106,182,272,79,93,A++
4016,Rohit Roy,Robotics,46,120,94,90,227,218,75,68,A++
4017,Neha Roy,IoT,48,114,82,96,180,236,74,74,A++
4018,Aryan Gupta,Robotics,32,93,82,119,236,258,87,66,A++
4019,Aditya Nair,Robotics,39,112,69,122,203,219,100,60,A++
4020,Priya Roy,IoT,30,91,83,125,238,258,77,89,A++
4021,Aryan Patel,Robotics,43,127,61,120,220,250,91,98,A++
4022,Neha Chawla,Web Dev,33,97,66,141,164,296,74,98,A++
4023,Neha Mehta,Web Dev,39,134,69,150,181,288,84,73,A++
4024,Divya Roy,Data Sci,38,98,61,111,217,282,73,97,A++
4025,Aditya Yadav,IoT,47,138,94,146,186,204,75,83,A++
4026,Rahul Kapoor,Robotics,31,90,63,105,226,238,71,85,A++
4027,Sneha Sharma,AI,30,147,62,93,238,286,95,74,A++
4028,Aditya Gupta,IoT,48,119,97,99,247,218,79,89,A++
4029,Karan Deshmukh,Robotics,44,127,97,111,247,262,88,73,A++
4030,Neha Gupta,ML,37,92,60,135,175,251,93,64,A++
4031,Aditya Kapoor,Java,41,115,98,93,204,252,70,80,A++
4032,Rohit Rana,Data Sci,36,138,79,105,188,256,100,91,A++
4033,Sneha Joshi,Web Dev,42,123,94,150,191,271,87,78,A++
4034,Aditya Patel,ML,45,134,65,96,174,265,88,100,A++
4035,Ravi Mehta,ML,42,129,62,100,195,282,86,82,A++
4036,Vikas Iyer,ML,46,140,68,90,180,215,94,73,A++
4037,Priya Gupta,Data Sci,39,141,77,131,229,242,79,69,A++
4038,Ravi Yadav,Java,50,97,69,121,193,207,70,63,A+
4039,Vikas Gupta,Java,43,116,100,105,178,295,87,80,A++
4040,Anjali Iyer,Robotics,34,122,86,127,215,204,84,95,A++
4041,Divya Joshi,AI,44,112,67,115,248,253,97,75,A++
4042,Ravi Joshi,IoT,41,119,84,99,185,226,94,80,A++
4043,Vikas Mehta,ML,32,137,76,103,178,255,86,68,A++
4044,Vikas Verma,AI,34,141,89,145,197,221,72,95,A++
4045,Divya Nair,ML,49,103,74,99,203,278,84,68,A++
4046,Rohit Singh,Web Dev,47,115,98,129,179,228,79,74,A++
4047,Anjali Iyer,Java,48,125,71,96,197,238,72,80,A++
4048,Sana Gupta,Robotics,34,149,70,147,162,257,93,87,A++
4049,Neha Deshmukh,Web Dev,40,93,84,103,188,263,70,93,A++
4050,Aditya Verma,Java,48,112,80,137,175,287,93,74,A++
4051,Rohit Kapoor,Data Sci,41,119,89,110,204,300,88,64,A++
4052,Neha Nair,Data Sci,48,145,95,137,246,249,84,88,A++
4053,Aryan Rana,Java,42,131,60,140,177,231,96,62,A++
4054,Aryan Singh,Data Sci,32,127,82,90,231,225,79,62,A++
4055,Karan Deshmukh,IoT,37,143,94,137,168,203,90,82,A++
4056,Aryan Joshi,ML,43,147,72,92,162,283,87,68,A++
4057,Ravi Nair,ML,37,147,71,146,161,249,92,76,A++
4058,Ravi Verma,Web Dev,36,150,79,92,233,297,78,75,A++
4059,Priya Iyer,Robotics,31,119,96,129,168,207,75,95,A++
4060,Anjali Yadav,Java,37,122,68,134,206,250,79,73,A++
4061,Rahul Verma,Data Sci,41,135,83,104,242,265,89,67,A++
4062,Karan Gupta,Web Dev,38,100,63,150,246,201,89,87,A++
4063,Sneha Deshmukh,Java,44,97,76,132,197,279,72,75,A++
4064,Vikas Rana,Web Dev,31,106,77,141,221,201,93,72,A++
4065,Nisha Patel,ML,40,106,70,145,216,247,99,98,A++
4066,Ravi Chawla,IoT,40,137,75,109,241,235,87,61,A++
4067,Sana Rana,Web Dev,32,128,62,132,204,218,89,76,A++
4068,Aditya Iyer,IoT,41,97,64,117,193,244,90,95,A++
4069,Priya Yadav,Web Dev,30,143,60,101,245,244,94,71,A++
4070,Rahul Patel,Data Sci,39,121,71,148,234,278,95,62,A++
4071,Nisha Verma,ML,35,138,70,121,229,238,87,76,A++
4072,Ravi Gupta,Data Sci,42,132,69,112,232,250,87,74,A++
4073,Meera Rana,AI,47,114,63,138,215,203,80,100,A++
4074,Sana Nair,Java,30,129,83,103,228,253,77,75,A++
4075,Karan Mehta,ML,48,143,79,101,244,270,90,77,A++
4076,Rahul Joshi,Data Sci,30,103,100,95,246,204,90,100,A++
4077,Meera Rana,IoT,50,127,89,118,167,221,86,77,A++
4078,Sana Roy,IoT,42,105,69,93,240,207,87,67,A++
4079,Rohit Sharma,Data Sci,31,149,96,108,174,265,70,93,A++
4080,Divya Joshi,ML,31,97,75,111,236,207,72,72,A++
4081,Karan Singh,Web Dev,44,92,88,94,174,290,86,82,A++
4082,Neha Deshmukh,Web Dev,32,95,92,149,203,234,90,87,A++
4083,Priya Roy,Data Sci,39,107,86,135,177,280,78,95,A++
4084,Anjali Rana,AI,31,122,96,138,223,228,93,92,A++
4085,Rohit Mehta,Java,34,146,68,119,174,214,88,71,A++
4086,Karan Nair,Data Sci,31,132,72,112,203,296,84,86,A++
4087,Aditya Verma,Java,48,100,67,130,201,291,70,96,A++
4088,Sana Chawla,AI,42,139,98,97,175,244,74,91,A++
4089,Sneha Patel,Java,32,141,94,120,189,300,81,68,A++
4090,Anjali Gupta,Data Sci,32,136,63,110,247,250,72,66,A++
4091,Aditya Mehta,IoT,45,106,60,117,237,208,86,86,A++
4092,Karan Mehta,IoT,39,133,96,96,164,258,84,77,A++
4093,Aditya Sharma,ML,44,96,64,107,230,252,93,75,A++
4094,Sneha Chawla,Web Dev,34,105,82,104,211,204,94,61,A+
4095,Aditya Deshmukh,IoT,42,99,77,121,246,215,84,70,A++
4096,Nisha Deshmukh,Java,49,92,72,122,190,239,93,87,A++
4097,Anjali Yadav,IoT,47,123,82,105,197,261,75,64,A++
4098,Karan Mehta,Data Sci,47,109,73,112,237,212,75,70,A++
4099,Neha Iyer,Web Dev,37,138,78,126,175,254,82,67,A++
4100,Sneha Nair,Data Sci,44,138,82,144,189,293,95,93,A++
4101,Rahul Joshi,Java,47,150,78,139,202,237,71,65,A++
4102,Meera Verma,AI,38,131,77,132,225,213,90,95,A++
4103,Divya Mehta,ML,36,117,63,146,247,280,83,67,A++
4104,Divya Iyer,ML,38,126,98,133,239,293,77,81,A++
4105,Karan Verma,Web Dev,42,123,80,123,243,265,98,83,A++
4106,Anjali Yadav,Data Sci,33,143,75,92,246,254,75,76,A++
4107,Rahul Sharma,AI,49,149,64,108,240,237,84,85,A++
4108,Karan Verma,Java,47,139,71,125,192,239,90,84,A++
4109,Rahul Sharma,Web Dev,37,100,70,118,200,268,71,77,A++
4110,Rahul Nair,Web Dev,49,107,93,125,201,269,98,63,A++
4111,Anjali Mehta,AI,47,145,65,132,210,202,84,74,A++
4112,Ravi Chawla,Data Sci,40,128,87,139,183,263,91,92,A++
4113,Karan Chawla,Java,36,108,93,141,188,247,95,69,A++
4114,Rohit Joshi,AI,49,140,70,97,249,251,79,96,A++
4115,Rahul Kapoor,Java,46,131,66,138,211,293,73,74,A++
4116,Ravi Deshmukh,Java,43,144,83,116,244,204,93,79,A++
4117,Meera Nair,AI,32,99,61,90,197,247,94,66,A+
4118,Vikas Roy,Robotics,37,120,73,104,173,233,76,64,A+
4119,Priya Kapoor,Data Sci,33,115,76,140,203,261,86,64,A++
4120,Rohit Chawla,AI,37,98,76,136,195,289,86,84,A++
4121,Neha Kapoor,IoT,31,114,88,95,212,282,70,98,A++
4122,Divya Verma,IoT,38,104,90,112,214,292,100,94,A++
4123,Neha Yadav,ML,50,105,76,92,196,247,79,66,A++
4124,Vikas Mehta,Robotics,44,150,61,116,208,214,70,81,A++
4125,Ravi Sharma,Robotics,42,119,67,110,239,259,76,83,A++
4126,Meera Kapoor,Data Sci,41,119,72,146,249,287,84,68,A++
4127,Divya Chawla,Web Dev,34,141,61,113,187,246,86,62,A++
4128,Anjali Patel,Data Sci,32,105,97,93,164,204,96,97,A+
4129,Aryan Patel,Robotics,46,113,62,96,189,278,76,67,A++
4130,Rohit Chawla,Web Dev,48,113,73,130,180,252,90,99,A++
4131,Rahul Joshi,AI,32,114,90,110,180,281,89,62,A++
4132,Meera Chawla,Java,50,125,68,90,223,231,73,91,A++
4133,Neha Singh,Robotics,35,134,67,148,180,270,88,75,A++
4134,Divya Joshi,ML,33,96,61,127,214,250,87,69,A++
4135,Divya Singh,Data Sci,45,113,87,142,182,290,83,95,A++
4136,Aryan Mehta,ML,47,100,83,114,189,250,85,88,A++
4137,Rahul Singh,Java,50,141,78,124,221,277,95,64,A++
4138,Rahul Nair,AI,31,90,74,122,248,222,78,90,A++
4139,Rohit Gupta,Data Sci,33,91,93,117,228,210,94,84,A++
4140,Sneha Roy,Robotics,46,103,64,103,216,270,70,65,A++
4141,Meera Roy,IoT,42,148,79,133,169,247,70,100,A++
4142,Anjali Joshi,AI,38,111,88,93,192,223,88,89,A++
4143,Rahul Nair,Java,33,91,60,130,185,224,75,94,A+
4144,Neha Verma,Robotics,34,129,61,124,173,219,85,99,A++
4145,Aditya Iyer,IoT,44,90,61,136,178,289,95,74,A++
4146,Nisha Iyer,IoT,47,102,65,111,178,242,73,78,A+
4147,Rohit Singh,Web Dev,49,119,93,141,189,284,95,97,A++
4148,Priya Joshi,Data Sci,37,141,85,142,186,278,95,65,A++
4149,Rohit Roy,AI,40,143,70,95,188,262,70,100,A++
4150,Sneha Verma,ML,34,138,70,139,197,215,99,82,A++
4151,Meera Roy,Robotics,34,110,96,116,212,233,86,75,A++
4152,Vikas Gupta,Data Sci,34,131,83,126,240,216,95,65,A++
4153,Anjali Sharma,Java,38,116,79,108,227,292,100,67,A++
4154,Neha Roy,Java,50,139,72,140,238,203,88,60,A++
4155,Aditya Rana,ML,41,97,74,108,191,241,95,100,A++
4156,Anjali Gupta,Robotics,37,99,83,100,170,263,87,70,A++
4157,Priya Rana,AI,43,110,73,123,166,299,79,89,A++
4158,Divya Gupta,ML,49,121,85,114,181,222,72,98,A++
4159,Divya Deshmukh,ML,34,138,83,110,210,267,70,96,A++
4160,Aryan Deshmukh,AI,32,146,60,105,189,286,70,76,A++
4161,Meera Mehta,Java,36,117,96,141,214,293,76,97,A++
4162,Vikas Joshi,ML,39,134,70,110,224,295,93,90,A++
4163,Vikas Chawla,Robotics,47,128,71,91,212,264,90,76,A++
4164,Karan Verma,Robotics,44,129,79,97,170,292,93,63,A++
4165,Anjali Kapoor,Java,35,128,77,133,176,209,83,62,A++
4166,Rahul Chawla,IoT,34,142,68,150,191,269,81,86,A++
4167,Sana Iyer,AI,49,150,82,114,173,255,91,99,A++
4168,Vikas Nair,Robotics,33,123,92,141,163,234,92,65,A++
4169,Vikas Rana,ML,50,113,66,109,187,224,93,60,A++
4170,Nisha Gupta,ML,41,138,85,123,179,236,86,64,A++
4171,Priya Roy,Robotics,46,110,89,134,221,263,100,91,A++
4172,Sana Sharma,IoT,35,114,82,100,235,259,91,74,A++
